age,gender,country,state,is_self_employed,family_history,treatment,work_interfere,num_employees,remote_work,is_tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_conseq,physical_health_conseq,coworkers,supervisor,mental_health_interview,physical_health_interview,mental_vs_physical,observed_consequence,age_group,continent,country_grouped
24,Female,United Kingdom,UNKNOWN,No,No,Yes,Sometimes,100-500,No,Yes,No,No,No,No,Unknown,4,Unsure,No,No,Unsure,No,Unsure,Unknown,No,18-24,Europe,United Kingdom
56,Male,United States,MA,No,Yes,Yes,Rarely,6-25,No,Yes,Yes,Yes,No,No,Unknown,4,Yes,Unsure,Unsure,Unsure,No,No,Unknown,No,55+,North America,United States
31,Male,Germany,UNKNOWN,No,No,No,Sometimes,6-25,Yes,Yes,No,No,No,No,No,0,No,No,Yes,Yes,Unsure,Unsure,Yes,No,25-34,Europe,Germany
34,Female,United States,CA,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Unknown,Unknown,1,Unsure,No,Unsure,Yes,No,No,Yes,No,25-34,North America,United States
35,Male,Germany,UNKNOWN,No,No,Yes,Rarely,100-500,No,No,Unknown,No,Yes,Unknown,Unknown,0,No,No,Unsure,Yes,No,No,Yes,No,35-44,Europe,Germany
28,Male,Germany,UNKNOWN,No,No,No,Never,26-100,No,Yes,No,No,No,No,Unknown,1,No,No,Unsure,Unsure,Yes,Yes,Unknown,No,25-34,Europe,Germany
36,Male,Poland,UNKNOWN,Yes,Yes,Yes,Often,6-25,No,Yes,No,No,No,No,Unknown,1,No,No,Unsure,Yes,Unsure,Unsure,Yes,Yes,35-44,Europe,Other
30,Male,United Kingdom,UNKNOWN,No,No,Yes,Often,26-100,No,Yes,No,No,No,No,Yes,1,No,No,Unsure,Yes,No,Unsure,Yes,No,25-34,Europe,United Kingdom
35,Male,United States,UNKNOWN,Yes,No,No,Unknown,1-5,Yes,Yes,Yes,Unknown,No,No,Yes,0,No,No,Unsure,Yes,No,No,Yes,No,35-44,North America,United States
49,Male,Japan,UNKNOWN,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,Yes,No,Unknown,2,Yes,Yes,No,No,No,No,No,Yes,45-54,Asia,Other
36,Male,Germany,UNKNOWN,No,No,No,Unknown,26-100,No,Yes,Yes,Yes,No,No,Yes,0,No,No,Unsure,Yes,Unsure,Unsure,Yes,No,35-44,Europe,Germany
35,Male,Germany,UNKNOWN,No,No,No,Unknown,26-100,No,Yes,No,No,No,No,Unknown,0,Unsure,No,Unsure,Unsure,No,No,Unknown,No,35-44,Europe,Germany
29,Female,Australia,UNKNOWN,No,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,No,2,Yes,No,Unsure,Unsure,No,No,No,Yes,25-34,Oceania,Australia
57,Male,United States,CA,No,No,No,Never,26-100,No,Yes,Yes,Yes,No,Yes,Yes,2,Yes,Unsure,No,No,No,Unsure,Unknown,Yes,55+,North America,United States
31,Female,Belgium,UNKNOWN,No,Yes,Yes,Rarely,100-500,No,No,Yes,No,No,No,No,4,Unsure,No,Unsure,No,No,No,Unknown,Yes,25-34,Europe,Other
37,Male,Ireland,UNKNOWN,Yes,No,No,Never,6-25,No,Yes,No,No,No,No,Unknown,4,Yes,Unsure,No,No,No,Unsure,Unknown,No,35-44,Europe,Ireland
25,Male,Ireland,UNKNOWN,No,Yes,Yes,Sometimes,26-100,No,Yes,No,No,No,No,Unknown,4,Unsure,No,Unsure,Unsure,No,Unsure,No,No,25-34,Europe,Ireland
30,Male,Australia,UNKNOWN,No,No,No,Sometimes,26-100,No,Yes,No,No,No,No,Unknown,0,No,No,Unsure,Unsure,No,No,Unknown,No,25-34,Oceania,Australia
26,Female,Australia,UNKNOWN,No,Yes,No,Sometimes,100-500,No,No,No,Yes,Yes,Yes,Unknown,1,No,No,Yes,Yes,No,No,Unknown,No,25-34,Oceania,Australia
22,Female,Netherlands,UNKNOWN,No,No,No,Often,6-25,No,Yes,No,No,No,No,Unknown,4,No,No,No,Unsure,No,Yes,Unknown,No,18-24,Europe,Netherlands
39,Male,United States,FL,No,No,No,Rarely,More than 1000,Yes,No,Unknown,No,Yes,Yes,Unknown,4,No,No,Unsure,Unsure,No,Unsure,Unknown,No,35-44,North America,United States
29,Male,United Kingdom,UNKNOWN,No,Yes,Yes,Never,100-500,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unsure,Unsure,No,No,No,No,No,No,25-34,Europe,United Kingdom
54,Male,United Kingdom,UNKNOWN,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Unknown,Unknown,No,No,Unknown,0,No,No,Unsure,Yes,Yes,Yes,Unknown,Yes,45-54,Europe,United Kingdom
34,Female,Australia,UNKNOWN,No,Yes,No,Never,500-1000,No,No,Unknown,No,Yes,Yes,Unknown,4,Yes,Unsure,No,No,No,No,Unknown,Yes,25-34,Oceania,Australia
32,Male,United States,WA,No,No,Yes,Never,500-1000,No,No,Yes,Unknown,Yes,Yes,Unknown,0,Unsure,No,No,No,No,No,Yes,No,25-34,North America,United States
25,Male,Nigeria,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,No,No,No,No,Unknown,4,Unsure,No,Yes,Yes,No,Yes,Unknown,No,25-34,Africa,Other
29,Male,Poland,UNKNOWN,No,No,No,Rarely,1-5,No,Yes,No,No,No,No,No,2,No,Unsure,Unsure,No,No,No,Yes,No,25-34,Europe,Other
32,Male,Germany,UNKNOWN,Yes,No,No,Never,1-5,Yes,Yes,No,No,No,No,Unknown,4,No,No,Unsure,Yes,No,Unsure,Unknown,No,25-34,Europe,Germany
30,Male,United Kingdom,UNKNOWN,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Unknown,Yes,4,Unsure,No,Unsure,Yes,No,Yes,Yes,No,25-34,Europe,United Kingdom
31,Male,Germany,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,Unknown,No,No,Unknown,Unknown,1,No,No,Unsure,Yes,Unsure,Unsure,Unknown,No,25-34,Europe,Germany
20,Female,Switzerland,UNKNOWN,No,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,1,No,No,Unsure,Unsure,No,Unsure,Yes,No,18-24,Europe,Other
27,Male,United Kingdom,UNKNOWN,No,No,No,Never,1-5,No,Yes,Unknown,No,No,Unknown,Unknown,4,No,No,Unsure,Yes,Unsure,Unsure,Unknown,No,25-34,Europe,United Kingdom
32,Male,United States,CA,No,No,No,Never,More than 1000,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unsure,Unsure,Unsure,Unsure,No,No,Unknown,No,25-34,North America,United States
26,Male,Ireland,UNKNOWN,Yes,No,No,Never,1-5,Yes,Yes,No,No,No,No,Unknown,2,Unsure,No,Unsure,Yes,Unsure,Unsure,Yes,No,25-34,Europe,Ireland
30,Male,Italy,UNKNOWN,No,No,No,Sometimes,More than 1000,No,No,Unknown,No,No,No,Yes,0,No,No,Unsure,Unsure,No,No,Unknown,No,25-34,Europe,Other
30,Male,Ireland,UNKNOWN,No,No,Yes,Sometimes,26-100,Yes,Yes,No,No,Unknown,No,Unknown,3,Unsure,Unsure,Unsure,No,No,No,No,No,25-34,Europe,Ireland
22,Male,India,UNKNOWN,Yes,No,No,Unknown,1-5,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,0,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Yes,Yes,18-24,Asia,India
24,Male,Ireland,UNKNOWN,No,No,No,Unknown,More than 1000,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,4,No,No,No,No,No,No,Unknown,No,18-24,Europe,Ireland
26,Male,Netherlands,UNKNOWN,No,No,No,Never,26-100,No,Yes,No,No,No,No,Unknown,4,Unsure,Unsure,No,No,No,No,Unknown,No,25-34,Europe,Netherlands
43,Male,France,UNKNOWN,No,No,No,Unknown,100-500,No,Yes,Unknown,No,No,No,Unknown,4,No,No,Unsure,Yes,Unsure,Unsure,Unknown,No,35-44,Europe,France
26,Male,Russia,UNKNOWN,No,No,No,Never,26-100,No,Yes,No,Unknown,No,Unknown,Unknown,2,No,No,Unsure,No,No,Unsure,Unknown,No,25-34,Europe,Other
23,Male,United States,NC,No,Yes,No,Sometimes,6-25,No,Yes,Unknown,Unknown,No,Unknown,Unknown,4,Unsure,No,No,No,No,Unsure,Unknown,No,18-24,North America,United States
26,Male,Canada,UNKNOWN,No,No,No,Unknown,100-500,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,1,No,No,Unsure,Unsure,No,No,Yes,No,25-34,North America,Canada
26,Female,Israel,UNKNOWN,No,Yes,No,Never,100-500,No,Yes,Unknown,No,Unknown,Unknown,Unknown,4,Unsure,No,Unsure,No,No,No,Yes,No,25-34,Asia,Other
35,Male,Canada,UNKNOWN,No,Yes,No,Sometimes,26-100,No,Yes,Unknown,No,No,No,Unknown,4,Unsure,Unsure,Unsure,Unsure,No,No,No,No,35-44,North America,Canada
28,Male,United States,IL,No,No,Yes,Sometimes,26-100,Yes,No,Unknown,Unknown,No,Unknown,Unknown,4,No,No,Unsure,Yes,No,Unsure,Unknown,No,25-34,North America,United States
22,Male,India,UNKNOWN,No,No,No,Unknown,26-100,No,Yes,No,No,No,No,Unknown,4,Unsure,Unsure,Unsure,Yes,Unsure,Unsure,Unknown,No,18-24,Asia,India
29,Female,United States,OH,No,Yes,Yes,Rarely,6-25,No,Yes,Unknown,No,No,No,Unknown,4,Yes,No,No,No,No,No,Unknown,No,25-34,North America,United States
29,Male,Germany,UNKNOWN,Yes,No,No,Unknown,1-5,No,Yes,No,Yes,No,No,Yes,0,No,No,Yes,Yes,Yes,Yes,Yes,No,25-34,Europe,Germany
45,Male,United States,VA,No,No,Yes,Often,1-5,Yes,Yes,Yes,Unknown,No,Yes,Unknown,0,No,No,Yes,Yes,No,Unsure,Yes,No,45-54,North America,United States
33,Male,Bulgaria,UNKNOWN,No,No,Yes,Rarely,26-100,Yes,Yes,No,No,No,No,Unknown,1,Unsure,No,Unsure,Unsure,No,Unsure,Unknown,Yes,25-34,Europe,Other
38,Male,United States,MN,No,No,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,Unknown,4,No,No,Unsure,Yes,No,No,Unknown,No,35-44,North America,United States
19,Others,United States,MO,No,Yes,Yes,Often,26-100,No,No,Unknown,Unknown,No,No,Unknown,2,Unsure,Unsure,No,No,No,Unsure,No,No,18-24,North America,United States
29,Female,Canada,UNKNOWN,No,No,Yes,Rarely,More than 1000,Yes,No,Yes,Yes,Yes,Unknown,Yes,1,No,No,No,Yes,No,Unsure,Unknown,No,25-34,North America,Canada
21,Female,United Kingdom,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,No,No,No,No,Unknown,4,Yes,Unsure,Unsure,No,No,No,Unknown,No,18-24,Europe,United Kingdom
23,Female,India,UNKNOWN,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Unknown,Unknown,No,Unknown,Unknown,4,Yes,Unsure,No,No,No,No,Unknown,No,18-24,Asia,India
33,Female,United States,NC,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,1,No,No,Unsure,Yes,No,No,Yes,No,25-34,North America,United States
49,Male,United States,NY,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Unknown,Yes,Yes,Yes,1,Unsure,Unsure,Unsure,Yes,No,No,Yes,No,45-54,North America,United States
28,Male,United States,NM,No,No,No,Unknown,26-100,Yes,Yes,Unknown,No,No,No,Unknown,4,Unsure,No,Unsure,No,No,No,Unknown,No,25-34,North America,United States
27,Female,United Kingdom,UNKNOWN,No,No,Yes,Sometimes,6-25,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,0,No,No,Yes,Yes,Unsure,Unsure,Yes,No,25-34,Europe,United Kingdom
23,Male,Canada,UNKNOWN,No,No,Yes,Sometimes,6-25,No,Yes,Yes,No,No,No,Unknown,1,Unsure,Unsure,Unsure,Unsure,No,No,Unknown,No,18-24,North America,Canada
29,Male,Netherlands,UNKNOWN,No,No,No,Never,1-5,Yes,Yes,No,No,No,No,Yes,1,No,No,Yes,Yes,No,Unsure,Yes,No,25-34,Europe,Netherlands
30,Male,Germany,UNKNOWN,No,No,No,Unknown,26-100,No,Yes,Unknown,No,No,Unknown,Yes,1,No,No,Unsure,No,Unsure,Unsure,Unknown,No,25-34,Europe,Germany
28,Female,Canada,UNKNOWN,No,No,No,Unknown,More than 1000,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,1,No,No,Unsure,Yes,No,No,Unknown,No,25-34,North America,Canada
32,Male,United Kingdom,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,No,No,No,No,Unknown,4,Yes,No,No,No,No,Yes,No,No,25-34,Europe,United Kingdom
32,Male,United Kingdom,UNKNOWN,No,No,Yes,Sometimes,26-100,No,No,Yes,Yes,No,No,Yes,0,No,No,No,Yes,No,No,Yes,No,25-34,Europe,United Kingdom
37,Male,France,UNKNOWN,No,No,No,Unknown,100-500,No,Yes,No,No,No,No,Unknown,1,Unsure,Unsure,Unsure,Unsure,No,Unsure,No,No,35-44,Europe,France
39,Female,United States,TX,No,No,No,Unknown,More than 1000,Yes,No,No,Yes,No,No,Unknown,3,Yes,Unsure,No,No,No,Unsure,No,No,35-44,North America,United States
31,Male,France,UNKNOWN,No,No,No,Unknown,500-1000,No,Yes,Unknown,No,No,Unknown,Unknown,4,Unsure,Unsure,Unsure,No,No,No,Yes,No,25-34,Europe,France
29,Male,United States,SC,No,No,No,Unknown,6-25,No,Yes,No,No,No,Unknown,Unknown,2,Unsure,Unsure,Unsure,No,No,No,Unknown,No,25-34,North America,United States
30,Male,United States,FL,No,No,No,Unknown,100-500,No,No,Yes,No,No,Unknown,Unknown,4,Unsure,No,Unsure,Yes,No,No,Unknown,No,25-34,North America,United States
33,Male,United States,WA,Yes,Yes,Yes,Rarely,1-5,Yes,Yes,No,Yes,Yes,Yes,No,3,No,No,Yes,Yes,No,No,Yes,Yes,25-34,North America,United States
37,Male,United States,CA,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,Unknown,Unknown,Yes,4,Unsure,No,Yes,Yes,No,No,Unknown,No,35-44,North America,United States
23,Male,United States,OH,No,No,Yes,Often,26-100,No,No,Yes,Yes,Yes,No,Yes,1,No,No,Unsure,Yes,No,Unsure,Yes,No,18-24,North America,United States
43,Male,United States,TN,No,Yes,Yes,Sometimes,26-100,No,No,Yes,Unknown,No,Yes,Unknown,1,Yes,No,No,No,No,No,No,No,35-44,North America,United States
32,Male,United Kingdom,UNKNOWN,No,No,Yes,Rarely,100-500,No,Yes,Unknown,No,No,No,Unknown,4,Unsure,No,Yes,Yes,No,Unsure,No,Yes,25-34,Europe,United Kingdom
26,Male,United States,NY,No,No,No,Never,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,4,Yes,Yes,Unsure,No,No,No,No,No,25-34,North America,United States
32,Male,United States,NY,Yes,No,Yes,Sometimes,1-5,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,0,No,No,Yes,Yes,Yes,Yes,Unknown,No,25-34,North America,United States
37,Female,United States,MO,No,No,No,Unknown,26-100,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,4,Yes,No,Unsure,No,No,No,Unknown,No,35-44,North America,United States
29,Male,United States,NY,No,No,Yes,Often,26-100,No,Yes,Yes,Yes,No,No,Yes,0,No,No,Yes,Yes,Unsure,Unsure,Yes,No,25-34,North America,United States
34,Male,United Kingdom,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,No,No,No,No,Unknown,1,Unsure,Unsure,Unsure,Yes,No,Unsure,Unknown,No,25-34,Europe,United Kingdom
27,Male,France,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,4,No,No,Yes,Yes,No,No,Yes,No,25-34,Europe,France
30,Male,United States,TN,No,Yes,No,Never,100-500,No,Yes,Unknown,No,No,Unknown,Unknown,0,No,No,Unsure,Yes,No,Unsure,Unknown,No,25-34,North America,United States
29,Male,United States,CO,No,No,No,Never,6-25,No,Yes,Yes,Yes,No,Yes,Yes,4,Unsure,No,Unsure,Unsure,No,No,No,No,25-34,North America,United States
32,Male,United States,PA,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,3,Yes,Unsure,Unsure,No,No,No,No,No,25-34,North America,United States
,Male,United Kingdom,UNKNOWN,No,No,Yes,Sometimes,26-100,No,No,No,No,No,No,Unknown,2,Yes,No,No,No,No,Unsure,Unknown,No,,Europe,United Kingdom
25,Male,Germany,UNKNOWN,No,No,No,Unknown,500-1000,No,Yes,Yes,Yes,Unknown,Yes,Yes,1,Unsure,Unsure,Unsure,Yes,Yes,Yes,Yes,No,25-34,Europe,Germany
37,Male,United States,NY,Yes,No,No,Unknown,6-25,Yes,Yes,Yes,Yes,Yes,No,Yes,1,No,No,Yes,Yes,Unsure,Unsure,Yes,No,35-44,North America,United States
29,Male,Netherlands,UNKNOWN,No,Yes,No,Unknown,6-25,No,Yes,No,No,No,No,Unknown,0,No,No,Unsure,Yes,No,Unsure,Yes,No,25-34,Europe,Netherlands
27,Male,United States,MN,No,No,No,Unknown,26-100,No,Yes,Yes,Unknown,No,Unknown,Unknown,4,No,No,Yes,Yes,No,No,Unknown,No,25-34,North America,United States
33,Male,United Kingdom,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,Unknown,No,No,No,Unknown,4,Unsure,No,Unsure,Unsure,No,Unsure,Unknown,No,25-34,Europe,United Kingdom
30,Male,Canada,UNKNOWN,No,Yes,Yes,Sometimes,More than 1000,No,No,Unknown,No,No,No,No,3,Yes,No,Unsure,No,No,Yes,No,Yes,25-34,North America,Canada
29,Male,Canada,UNKNOWN,No,No,No,Unknown,1-5,Yes,Yes,No,Yes,No,No,Unknown,2,Unsure,Unsure,Yes,Yes,No,Unsure,Unknown,No,25-34,North America,Canada
25,Male,United States,MO,No,Yes,Yes,Never,6-25,Yes,Yes,Unknown,No,Yes,Unknown,Unknown,4,Yes,No,Unsure,Yes,No,No,No,No,25-34,North America,United States
33,Male,United States,WY,No,Yes,Yes,Sometimes,1-5,No,No,No,Yes,No,No,Unknown,4,No,No,Unsure,Yes,Unsure,Unsure,Unknown,No,25-34,North America,United States
31,Male,South Africa,UNKNOWN,No,No,No,Never,100-500,Yes,Yes,No,No,No,No,No,4,No,No,Unsure,Unsure,No,Unsure,No,No,25-34,Africa,Other
21,Male,Germany,UNKNOWN,No,No,No,Rarely,6-25,Yes,Yes,Unknown,No,No,No,Unknown,0,Unsure,Unsure,Unsure,Unsure,No,Unsure,No,No,18-24,Europe,Germany
30,Male,Switzerland,UNKNOWN,No,Yes,Yes,Sometimes,26-100,No,Yes,Unknown,No,No,No,No,3,Yes,Yes,No,No,No,No,No,No,25-34,Europe,Other
29,Male,United States,MN,No,No,No,Unknown,More than 1000,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,4,No,No,Yes,Yes,No,No,No,No,25-34,North America,United States
43,Male,Croatia,UNKNOWN,Yes,No,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Yes,3,Yes,No,Yes,No,No,Unsure,No,Yes,35-44,Europe,Other
37,Male,United Kingdom,UNKNOWN,No,No,Yes,Often,6-25,No,Yes,No,No,No,No,Unknown,4,Yes,No,Yes,Yes,Unsure,Yes,No,No,35-44,Europe,United Kingdom
24,Male,France,UNKNOWN,No,No,No,Unknown,26-100,No,Yes,No,No,Yes,No,Unknown,4,Unsure,No,Yes,Unsure,No,No,Unknown,No,18-24,Europe,France
29,Male,United States,MD,No,No,No,Unknown,6-25,Yes,Yes,Unknown,Unknown,No,No,Unknown,0,No,No,Yes,Yes,No,No,Unknown,No,25-34,North America,United States
31,Male,United States,KY,No,No,No,Unknown,26-100,No,No,Yes,Yes,Yes,Yes,Yes,4,No,No,Yes,Yes,No,No,Unknown,No,25-34,North America,United States
,Male,United States,OH,No,No,No,Unknown,100-500,No,Yes,Unknown,Unknown,No,No,Unknown,1,No,No,Yes,Yes,No,No,Yes,No,,North America,United States
33,Male,United Kingdom,UNKNOWN,Yes,No,No,Never,100-500,No,No,No,Unknown,No,No,Unknown,0,No,No,Yes,Unsure,No,Yes,No,No,25-34,Europe,United Kingdom
43,Male,United States,NY,No,No,No,Unknown,More than 1000,No,No,Yes,Yes,Unknown,Yes,Yes,4,No,No,Unsure,Yes,No,Unsure,Unknown,No,35-44,North America,United States
33,Male,United Kingdom,UNKNOWN,No,No,Yes,Sometimes,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,4,Unsure,No,Unsure,No,No,Unsure,Unknown,No,25-34,Europe,United Kingdom
27,Male,United Kingdom,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,No,No,No,Yes,Yes,4,Unsure,No,Yes,Unsure,No,Yes,Yes,No,25-34,Europe,United Kingdom
36,Male,United States,TN,No,Yes,Yes,Sometimes,More than 1000,Yes,No,Unknown,No,Unknown,Unknown,Unknown,4,Yes,Unsure,No,No,No,Unsure,Unknown,No,35-44,North America,United States
37,Male,Australia,UNKNOWN,No,Yes,Yes,Sometimes,26-100,No,Yes,No,Yes,No,No,Yes,0,No,No,Unsure,Yes,No,Unsure,Yes,Yes,35-44,Oceania,Australia
32,Male,Belgium,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,No,Yes,No,No,Unknown,3,Yes,Unsure,No,No,No,No,No,No,25-34,Europe,Other
39,Male,United Kingdom,UNKNOWN,No,No,Yes,Sometimes,100-500,No,Yes,No,No,No,No,Unknown,0,No,No,No,Unsure,No,Yes,Yes,No,35-44,Europe,United Kingdom
31,Male,United States,TX,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,Unknown,Unknown,1,Unsure,No,Unsure,Yes,Unsure,Yes,Unknown,No,25-34,North America,United States
36,Male,United States,OH,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,No,No,Unknown,3,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unknown,No,35-44,North America,United States
30,Male,United States,TX,Yes,No,Yes,Sometimes,26-100,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,4,No,No,Unsure,Unsure,No,Yes,Unknown,No,25-34,North America,United States
28,Male,Canada,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,Yes,Unknown,No,Unknown,Yes,0,No,No,Unsure,Yes,Unsure,Unsure,Yes,No,25-34,North America,Canada
32,Male,Italy,UNKNOWN,No,No,No,Unknown,6-25,No,Yes,No,No,No,No,No,2,Unsure,No,Unsure,No,Unsure,Unsure,No,No,25-34,Europe,Other
35,Male,United States,CA,No,Yes,Yes,Rarely,6-25,No,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,Unsure,Yes,No,No,Yes,No,35-44,North America,United States
19,Male,Canada,UNKNOWN,No,No,Yes,Sometimes,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,2,No,No,Unsure,Yes,No,Yes,Unknown,No,18-24,North America,Canada
33,Male,Norway,UNKNOWN,No,Yes,No,Unknown,26-100,No,Yes,Yes,Yes,No,No,Unknown,0,No,No,Unsure,Yes,No,No,Unknown,No,25-34,Europe,Other
42,Male,Germany,UNKNOWN,No,No,No,Unknown,More than 1000,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,0,No,No,Unsure,No,No,Unsure,Yes,No,35-44,Europe,Germany
37,Male,United States,MI,No,Yes,Yes,Sometimes,100-500,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unsure,No,Unsure,Unsure,No,No,Unknown,No,35-44,North America,United States
40,Male,Thailand,UNKNOWN,Yes,No,No,Never,6-25,No,Yes,No,No,No,No,Yes,0,No,No,Unsure,Yes,Unsure,Unsure,Yes,No,35-44,Asia,Other
36,Male,United States,CA,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,Unsure,Yes,No,No,Yes,No,35-44,North America,United States
29,Female,United States,OR,No,Yes,Yes,Sometimes,26-100,Yes,No,Unknown,No,No,Unknown,Unknown,4,Unsure,No,Unsure,Yes,No,Unsure,Unknown,No,25-34,North America,United States
38,Female,United States,NC,No,Yes,Yes,Sometimes,26-100,No,No,Yes,Unknown,No,Unknown,Unknown,4,Unsure,No,No,No,No,No,Unknown,No,35-44,North America,United States
26,Male,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Unknown,Unknown,2,Yes,Unsure,No,No,No,Unsure,No,No,25-34,North America,United States
34,Male,Germany,UNKNOWN,No,No,No,Rarely,26-100,No,Yes,No,No,No,No,Yes,1,Unsure,Unsure,No,Unsure,Unsure,Unsure,Yes,No,25-34,Europe,Germany
21,Male,United States,IL,No,No,Yes,Often,More than 1000,No,No,No,Yes,No,No,No,4,Yes,No,Unsure,Unsure,No,Yes,No,Yes,18-24,North America,United States
31,Male,Canada,UNKNOWN,Yes,Yes,No,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Yes,1,No,No,No,No,No,No,Yes,No,25-34,North America,Canada
37,Female,United States,CA,No,Yes,Yes,Rarely,26-100,No,No,Yes,Yes,Yes,Yes,Unknown,4,Unsure,Unsure,Yes,Unsure,No,Unsure,Yes,No,35-44,North America,United States
37,Male,Ireland,UNKNOWN,No,Yes,Yes,Sometimes,1-5,No,Yes,No,No,No,No,Unknown,0,No,No,Yes,Yes,Unsure,Unsure,Yes,No,35-44,Europe,Ireland
38,Male,Ireland,UNKNOWN,No,Yes,Yes,Sometimes,1-5,No,Yes,No,No,No,No,No,3,Yes,Yes,No,No,No,No,No,No,35-44,Europe,Ireland
27,Female,United States,CA,No,No,Yes,Sometimes,100-500,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,1,Yes,No,Unsure,No,No,Unsure,No,No,25-34,North America,United States
39,Male,Netherlands,UNKNOWN,Yes,No,No,Unknown,6-25,No,Yes,No,No,Yes,No,Yes,1,No,No,Unsure,Yes,Unsure,Unsure,Yes,No,35-44,Europe,Netherlands
33,Female,United States,AZ,Yes,Yes,Yes,Sometimes,1-5,No,Yes,Yes,Yes,Yes,Yes,Yes,1,Unsure,Yes,Unsure,No,No,No,No,No,25-34,North America,United States
27,Male,United Kingdom,UNKNOWN,No,No,No,Never,26-100,No,Yes,Unknown,Unknown,No,Unknown,Unknown,1,No,No,Unsure,No,Yes,Yes,Unknown,No,25-34,Europe,United Kingdom
36,Female,United States,CA,No,No,Yes,Never,6-25,Yes,Yes,Yes,No,No,No,Unknown,4,Unsure,Unsure,Unsure,Unsure,No,No,No,No,35-44,North America,United States
28,Male,United Kingdom,UNKNOWN,No,No,No,Never,26-100,No,Yes,Unknown,Unknown,No,No,Unknown,1,No,No,Unsure,Yes,Unsure,Yes,Unknown,No,25-34,Europe,United Kingdom
39,Male,United Kingdom,UNKNOWN,No,No,Yes,Sometimes,500-1000,No,No,Unknown,No,No,No,Unknown,4,Unsure,Unsure,Unsure,Unsure,No,No,Unknown,No,35-44,Europe,United Kingdom
33,Male,United States,VA,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Yes,0,Unsure,Unsure,Yes,Yes,No,No,Yes,No,25-34,North America,United States
32,Male,United Kingdom,UNKNOWN,No,No,No,Unknown,More than 1000,No,No,Unknown,Unknown,No,Unknown,Unknown,4,Unsure,No,Unsure,Unsure,No,Yes,Unknown,No,25-34,Europe,United Kingdom
28,Male,United Kingdom,UNKNOWN,No,No,No,Unknown,More than 1000,No,No,Unknown,Unknown,No,Unknown,Unknown,4,No,No,Unsure,Unsure,Yes,Yes,No,No,25-34,Europe,United Kingdom
